1604D919-43FF-41A1-9558-91A8CEFC75E3,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-19,4400.0000,5039100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
9710A377-643E-4485-BBBA-83FB5C2602A3,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-18,4300.0000,5034700.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
00E0CC26-9256-4F09-A8CB-04442BD431BE,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-17,2800.0000,5030400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
D96D8614-290B-4760-A557-054ECFAD8066,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-16,5100.0000,5027600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
151098B8-CD2B-4A80-8CB5-867CD0FAA5F4,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-15,5300.0000,5022500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
6AE8F71E-FC44-4B0A-B30D-B1D7924BC3C2,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-14,4800.0000,5017200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CEA421E8-DF16-456A-BAA2-4519CECBF271,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-13,5100.0000,5012400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
E4831629-F7E3-4080-9FC7-4DCDE60CEF0D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-12,4000.0000,5007300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
D10C614C-B854-4504-8151-4367111C7B31,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-11,6300.0000,5003300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
46DA9A70-5CCB-422E-AD97-2C22F021C686,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-10,3500.0000,4997000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
456B692E-8D83-4F49-9B7F-0F7F08C03814,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-09,4100.0000,4993500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
303304BE-2176-43AE-ACBE-377158A86DF8,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-08,3900.0000,4989400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
E185FAA2-EB1D-4277-BEFE-3E916A3B006A,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-07,3000.0000,4985500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3CAF188A-C79F-47EB-8DC2-BF31487568FF,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-06,7900.0000,4982500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
752E4A2C-9F7A-4350-8AC3-D92C488CB4ED,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-05,9500.0000,4974600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
99F670FF-208F-4B40-A09F-5A20A7D9D8D5,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-04,4000.0000,4965100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
7DCF38A6-E1A9-47AC-8D5C-9FB75CE680C6,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-03,2700.0000,4961100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
BEF225DE-A044-44DB-B822-7F805F1FD903,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-02,2800.0000,4958400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
F0F13B0A-186D-4776-A5B4-09BF3877DBE5,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-12-01,4400.0000,4955600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
AD0F10AC-B100-4E2D-921B-71439882D204,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-30,3200.0000,4951200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
890AB3BD-12F9-4057-8E6E-39EE11897F55,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-29,5500.0000,4948000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
D81404C2-3DD2-47C1-9984-3F6D174937B8,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-28,4600.0000,4942500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
6ED6B4AF-C54E-4D80-A800-EFE28F965FB0,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-27,4100.0000,4937900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
93292725-977C-459D-A8CE-047CED341509,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-26,3000.0000,4933800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
832F2CB9-94E0-48B3-961F-95C66474FF1D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-25,3000.0000,4930800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
36F8D751-43CC-4904-A12B-F00168A3C6CE,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-24,3900.0000,4927800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CFC452FB-6462-4B25-88D7-639170D37950,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-23,3600.0000,4923900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
26771DDD-F89B-430D-B4BF-8FE15846B49E,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-22,3500.0000,4920300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
464A6BB2-3503-4FE5-877A-06EBF4D68C37,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-21,4800.0000,4916800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
6DF48AA1-B150-4B3A-AC96-A011935B3070,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-20,3800.0000,4912000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
A57FB340-098B-4178-A254-A2A1DDEFCC29,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-19,3200.0000,4908200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
4C47461C-C1BF-4410-AAEC-7542F610794C,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-18,2800.0000,4905000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CBF7161A-D300-4915-8C11-7233559B17FC,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-17,5000.0000,4902200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
D0481EBF-1AA5-4804-8834-6B8FC57B4255,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-16,5100.0000,4897200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3B09776C-9088-4A86-9764-5BD66845CA73,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-15,4500.0000,4892100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
B0DA33F2-5107-4A53-AFC1-5F7FBEC7E90D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-14,4500.0000,4887600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
1ECC6C1B-D68C-4476-8565-46A2D16E64B4,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-13,3600.0000,4883100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
89F02837-2EA9-4CDA-B684-52BD0AE633EA,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-12,7000.0000,4879500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
767FFD11-9877-4DEB-A033-3B645D9293F1,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-11,6700.0000,4872500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
BC7B3205-F6FC-4FEC-86B7-EE6674BDC77D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-10,7000.0000,4865800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CBC7084B-C806-4A19-8897-BF06C077F32A,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-09,4000.0000,4858800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
01B3A68A-0B31-4EB7-BB2B-3D3BE4D6FDE7,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-08,6000.0000,4854800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
B64EB998-79DE-4BE1-9557-69BCDA39651C,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-07,3400.0000,4848800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
7D8ED779-76F9-44B8-BE2B-B850FC9AC229,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-06,5300.0000,4845400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
319E800E-A0E6-490B-9C69-4115C791CF59,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-05,3300.0000,4840100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
2DC553FE-7D0F-4E0B-A40C-01871732A275,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-04,3600.0000,4836800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
48AEE1E7-3AD6-42CE-9A5F-4D9D522AF84A,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-03,3800.0000,4833200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
7339A410-94C0-499E-AADF-469208071E74,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-02,4700.0000,4829400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
C80B33AC-9160-4A20-9DC1-9A4D5B46486B,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-11-01,3900.0000,4824700.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
1A16F9D5-DB59-4431-A99E-48937F7C4BD7,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-31,5400.0000,4820800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
51C6697A-FD12-4D4D-84E7-51677A991E55,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-30,4500.0000,4815400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
95BABA61-6BB9-4BF0-91A7-E75735277689,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-29,5400.0000,4810900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CA95349E-CB7F-450D-A9B4-B74800B6E7C3,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-28,8100.0000,4805500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
1F3FBD5D-CFD5-4D34-BFA5-4C8D63DD17FC,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-27,3700.0000,4797400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
827CE6C3-3C1C-452A-AE8D-400B9EFE3DA8,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-26,3600.0000,4793700.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
9B2C7662-D478-4FC9-89E6-8D6A098AC746,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-25,4100.0000,4790100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
898E4C95-3135-4045-9F57-D36D1E2ECD8C,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-24,4100.0000,4786000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
57D338B4-BA5D-4654-B09B-C03D14FF8290,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-23,4100.0000,4781900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
0BB53986-2AC7-45C4-BEA8-0836544C15B7,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-22,3400.0000,4777800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3A7D3C23-A548-43EC-BC96-3AD1D0795277,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-21,4900.0000,4774400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
93333BCF-CB74-4447-B81A-BA1929162E76,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-20,4400.0000,4769500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
9F377013-2B39-4F67-95AB-DCBBB7CAB9B8,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-19,4100.0000,4765100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CB61DF9C-35A3-43A1-A31E-18A762023683,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-18,3300.0000,4761000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3BB5A701-1C24-4E30-AA04-C9C554E0D0A1,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-17,5600.0000,4757700.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
381525A8-03B7-4F4C-9A70-AABEFFFD7638,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-16,4700.0000,4752100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
6BAC3248-72FA-4E07-86F5-7B277245E076,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-15,5800.0000,4747400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
22A9F10F-95ED-4954-8CA6-EC6077D0081D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-14,3300.0000,4741600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
B359E2E1-846B-4CD4-8A40-23C7A926AFB4,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-13,4100.0000,4738300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
73ECB9E8-B75B-48FA-A329-79980B108EF8,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-12,3100.0000,4734200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
8E11388B-CA26-4FAB-A22F-12B6A9619588,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-11,5800.0000,4731100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
F48E6916-1764-4166-BA9E-F8A7B7E2ACA2,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-10,6400.0000,4725300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
84718C22-1CB9-45FC-8C83-73CE24A0ED66,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-09,4600.0000,4718900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
905AB91A-70C9-48A4-90BE-3CA2925BC20A,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-08,3800.0000,4714300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
FABCDE18-C574-46C5-AD9F-9E7F94A68CDB,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-07,3400.0000,4710500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
5553E7D6-8736-4707-AAF3-8FE7D7D78DC0,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-06,6800.0000,4707100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
B369DC88-0DD4-401E-8A1E-304C40C4EE0D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-05,2800.0000,4700300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
0624B091-A5BB-4824-A48B-1AC66ECE352C,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-04,3600.0000,4697500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
BED0643E-6CA5-4B03-A76B-1FF2127BE355,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-03,6300.0000,4693900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
6E9580A5-D6AD-438A-AE43-69778D80454E,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-02,4700.0000,4687600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
10687295-56C3-4D64-8A1B-4D2C26335FFF,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-10-01,3100.0000,4682900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
D34A74E3-2795-451F-AEB6-CF3B4C94FFBF,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-30,3000.0000,4679800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
DC2415A7-D3C4-4EED-978D-D7AE22733FF2,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-29,5800.0000,4676800.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
5819F81C-5970-4F3C-BBAA-CAC258894411,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-28,5700.0000,4671000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
7A2C4193-A7A0-4664-9B7B-BF284946373D,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-27,4600.0000,4665300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
F5D8AA69-D735-4CD6-918D-E8D7E748AB03,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-26,3500.0000,4660700.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
2A3CE9DF-3DB5-4CFE-8F97-E7BE928D06DC,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-25,4800.0000,4657200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3F9C8CED-F469-4EF8-A23A-4AFD7E1AE0E0,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-24,3300.0000,4652400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
A32325F0-5AB8-48D6-AB1F-7F1DDBA84696,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-23,2900.0000,4649100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
842CF581-4D67-42E1-823E-1B0285DD9F19,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-22,4600.0000,4646200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
BD16C2C6-F92E-4BED-A3CC-2F9C31CF8534,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-21,3700.0000,4641600.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
5E1095EF-D7F2-41D3-964A-B3532500CA94,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-20,3700.0000,4637900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
439F04CF-7466-458D-8225-1DFD8A78383F,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-19,4900.0000,4634200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
3CDE40B9-AB9A-4936-9FBA-6D865CA961E6,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-18,5400.0000,4629300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
4F09515A-803A-491D-99E3-434BC8D8BCFC,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-17,8800.0000,4623900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
B4CF8C5E-56B5-4338-B9C2-5E7F5DA58929,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-16,4800.0000,4615100.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
16D08DD6-1146-42B5-800E-F0BA9E668E9F,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-15,4900.0000,4610300.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
17FC3872-CA8A-487E-AFB1-67806B84BCF9,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-14,4900.0000,4605400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
1FDEF602-B872-40EE-8F28-B615F52931C6,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-13,4300.0000,4600500.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
EF7ACA5D-6435-428F-98BD-14B7A06D4500,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-12,5200.0000,4596200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
353A0BDE-EFCE-46EF-BE33-7FEDA70601A2,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-11,5600.0000,4591000.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
7DC41AED-EDD2-44E9-8A7D-E44EF5E3DA76,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-10,6000.0000,4585400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
96E454D9-3D3D-4180-BFE3-DE6E8EA22E68,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-09,4200.0000,4579400.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
699779C5-CE93-49B7-B969-751EB5306CC9,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-08,5000.0000,4575200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
71D3AA98-187E-4086-9CD0-8FFA76E70673,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-07,4000.0000,4570200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
15C140F6-48C5-491F-AFFA-C052DE80BC90,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-06,4300.0000,4566200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
852BDBA2-ED0B-4E9B-8C10-241040FAECA6,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-05,3700.0000,4561900.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
CE4D7562-B630-446F-92D6-916AB8E4CBFD,1C7B6C03-481C-4BF9-A8D8-CAA16A6DE399,2023-09-04,5400.0000,4558200.0000,E1F519FD-1564-4E87-9790-6D9BF89D544E
